feature_set,n_train_other,n_train_finetune,n_test,finetune_subset_label,user_cutoff,train_all_p5_cutoff,train_finetune_p5_cutoff,median_similarity_to_train_all,median_similarity_to_train_finetune,mean_topk_similarity_to_train_all,mean_topk_similarity_to_train_finetune,delta_mean_topk_finetune_minus_all,fine_tuning_preferred,output_subdir,n_outside_ad_user_cutoff_all,pct_outside_ad_user_cutoff_all,n_outside_ad_user_cutoff_finetune,pct_outside_ad_user_cutoff_finetune,n_outside_ad_train_all_p5,pct_outside_ad_train_all_p5,n_outside_ad_train_finetune_p5,pct_outside_ad_train_finetune_p5,is_best
chemeleon+rdkit_path_min4_max6_b4096,0,3751,782,openadmet_expansion_train,0.6000000000000001,0.8259468078613281,0.8259468078613281,0.8218069076538086,0.8218069076538086,0.7772201299667358,0.7772201299667358,0.0,False,AD_expansion_hlm/chemeleon__rdkit_path_min4_max6_b4096,12,1.5345268542199488,12,1.5345268542199488,398,50.89514066496164,398,50.89514066496164,False
chemeleon+rdkit_path_min3_max6_b4096,0,3751,782,openadmet_expansion_train,0.6000000000000001,0.8313327133655548,0.8313327133655548,0.8265339136123657,0.8265339136123657,0.7822203040122986,0.7822203040122986,0.0,False,AD_expansion_hlm/chemeleon__rdkit_path_min3_max6_b4096,11,1.4066496163682864,11,1.4066496163682864,399,51.0230179028133,399,51.0230179028133,False
chemeleon+rdkit_path_min4_max6_b2048,0,3751,782,openadmet_expansion_train,0.6000000000000001,0.8369828164577484,0.8369828164577484,0.8318556547164917,0.8318556547164917,0.7904877066612244,0.7904877066612244,0.0,False,AD_expansion_hlm/chemeleon__rdkit_path_min4_max6_b2048,9,1.1508951406649617,9,1.1508951406649617,400,51.150895140664964,400,51.150895140664964,False
chemeleon+rdkit_path_min3_max6_b2048,0,3751,782,openadmet_expansion_train,0.6000000000000001,0.8430466055870056,0.8430466055870056,0.8374293446540833,0.8374293446540833,0.7964472770690918,0.7964472770690918,0.0,False,AD_expansion_hlm/chemeleon__rdkit_path_min3_max6_b2048,6,0.7672634271099744,6,0.7672634271099744,401,51.27877237851662,401,51.27877237851662,False
chemeleon+rdkit_path_min4_max6_b1024,0,3751,782,openadmet_expansion_train,0.6000000000000001,0.8564784526824951,0.8564784526824951,0.8522520661354065,0.8522520661354065,0.8156101107597351,0.8156101107597351,0.0,False,AD_expansion_hlm/chemeleon__rdkit_path_min4_max6_b1024,1,0.1278772378516624,1,0.1278772378516624,402,51.406649616368284,402,51.406649616368284,False
chemeleon,0,3751,782,openadmet_expansion_train,0.8,0.9328465163707733,0.9328465163707733,0.9295501708984375,0.9295501708984375,0.9157148003578186,0.9157148003578186,0.0,False,AD_expansion_hlm/chemeleon,3,0.3836317135549872,3,0.3836317135549872,413,52.813299232736576,413,52.813299232736576,False
chemeleon+rdkit_path_min3_max5_b2048,0,3751,782,openadmet_expansion_train,0.6000000000000001,0.8475598990917206,0.8475598990917206,0.8360497951507568,0.8360497951507568,0.7965773344039917,0.7965773344039917,0.0,False,AD_expansion_hlm/chemeleon__rdkit_path_min3_max5_b2048,8,1.0230179028132993,8,1.0230179028132993,415,53.069053708439895,415,53.069053708439895,False
chemeleon+rdkit_path_min3_max5_b4096,0,3751,782,openadmet_expansion_train,0.6000000000000001,0.8432415127754211,0.8432415127754211,0.8308942317962646,0.8308942317962646,0.7898330688476562,0.7898330688476562,0.0,False,AD_expansion_hlm/chemeleon__rdkit_path_min3_max5_b4096,10,1.278772378516624,10,1.278772378516624,417,53.32480818414322,417,53.32480818414322,False
chemeleon+rdkit_path_min4_max5_b2048,0,3751,782,openadmet_expansion_train,0.6000000000000001,0.8428963720798492,0.8428963720798492,0.8272109627723694,0.8272109627723694,0.7877436876296997,0.7877436876296997,0.0,False,AD_expansion_hlm/chemeleon__rdkit_path_min4_max5_b2048,10,1.278772378516624,10,1.278772378516624,419,53.58056265984655,419,53.58056265984655,False
chemeleon+rdkit_path_min4_max5_b4096,0,3751,782,openadmet_expansion_train,0.6000000000000001,0.8375732600688934,0.8375732600688934,0.8233447670936584,0.8233447670936584,0.7820648550987244,0.7820648550987244,0.0,False,AD_expansion_hlm/chemeleon__rdkit_path_min4_max5_b4096,12,1.5345268542199488,12,1.5345268542199488,420,53.70843989769821,420,53.70843989769821,False
