activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
18303961,CHEMBL4127305,O=C(N[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl)c1ccc(-c2nnc(-c3cc(-c4ccccn4)ccc3F)o2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4125294,CHEMBL4118269,2018,CL,=,65.0,mL.min-1.kg-1,,,A,Hepatic clearance in CD-1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 45 mins by LC-MS/MS analysis,hepatic clearance in cd-1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition measured up to 45 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
18303962,CHEMBL4127446,CS(=O)(=O)c1ccc(-c2nnc(-c3ccc(C(=O)N[C@@H](Cn4ccnc4)c4ccc(Cl)cc4Cl)cc3)o2)cc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4125294,CHEMBL4118269,2018,CL,=,34.5,mL.min-1.kg-1,,,A,Hepatic clearance in CD-1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 45 mins by LC-MS/MS analysis,hepatic clearance in cd-1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition measured up to 45 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
18303963,CHEMBL4126063,O=C(N[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl)c1ccc(-c2nnc(-c3cc(F)cc(-c4ncncc4F)c3)o2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4125294,CHEMBL4118269,2018,CL,=,48.3,mL.min-1.kg-1,,,A,Hepatic clearance in CD-1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 45 mins by LC-MS/MS analysis,hepatic clearance in cd-1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition measured up to 45 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
18735828,CHEMBL3629567,O=C(N[C@@H](Cn1ccnc1)c1ccc(-c2ccc(F)cc2)cc1F)c1ccc(-c2nnc(-c3ccccc3)o2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4261081,CHEMBL4257584,2018,CL,=,55.6,mL.min-1.kg-1,,,A,Hepatic clearance in CD1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC/MS/MS analysis,hepatic clearance in cd1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc/ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
18735829,CHEMBL4277680,O=C(N[C@@H](Cn1ccnc1)c1ccc(-c2ccc(F)cc2)cc1Cl)c1ccc(-c2nnc(-c3ccccc3)o2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4261081,CHEMBL4257584,2018,CL,=,35.9,mL.min-1.kg-1,,,A,Hepatic clearance in CD1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC/MS/MS analysis,hepatic clearance in cd1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc/ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
18735830,CHEMBL4283044,O=C(N[C@@H](Cn1ccnc1)c1ccc(-c2ccc(F)cc2)cc1Cl)c1ccc(-c2nnc(-c3ccccn3)o2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4261081,CHEMBL4257584,2018,CL,=,48.4,mL.min-1.kg-1,,,A,Hepatic clearance in CD1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC/MS/MS analysis,hepatic clearance in cd1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc/ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
18735831,CHEMBL4288544,O=C(N[C@@H](Cn1ccnc1)c1ccc(-c2ccc(F)cc2)cc1Cl)c1ccc(-c2nnc(-c3ccncc3)o2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4261081,CHEMBL4257584,2018,CL,=,47.1,mL.min-1.kg-1,,,A,Hepatic clearance in CD1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC/MS/MS analysis,hepatic clearance in cd1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc/ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
18735832,CHEMBL4277890,O=C(N[C@@H](Cn1ccnc1)c1ccc(-c2ccccc2)cc1Cl)c1ccc(-c2nnc(-c3ccccc3)o2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4261081,CHEMBL4257584,2018,CL,=,24.8,mL.min-1.kg-1,,,A,Hepatic clearance in CD1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC/MS/MS analysis,hepatic clearance in cd1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc/ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
18735833,CHEMBL4291968,[2H]c1c([2H])c([2H])c(-c2ccc([C@H](Cn3ccnc3)NC(=O)c3ccc(-c4nnc(-c5ccccc5)o4)cc3)c(Cl)c2)c([2H])c1[2H],smiles_found,CHEMBL612558,ADMET,CHEMBL4261081,CHEMBL4257584,2018,CL,=,63.9,mL.min-1.kg-1,,,A,Hepatic clearance in CD1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC/MS/MS analysis,hepatic clearance in cd1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc/ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
18735834,CHEMBL4281347,CS(=O)(=O)c1ccc(-c2ccc([C@H](Cn3ccnc3)NC(=O)c3ccc(-c4nnc(-c5ccccc5)o4)cc3)c(Cl)c2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4261081,CHEMBL4257584,2018,CL,=,52.6,mL.min-1.kg-1,,,A,Hepatic clearance in CD1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC/MS/MS analysis,hepatic clearance in cd1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc/ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
18735835,CHEMBL4276822,O=C(N[C@@H](Cn1ccnc1)c1c(F)cc(-c2ccc(F)cc2)cc1F)c1ccc(-c2nnc(-c3ccccc3)o2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4261081,CHEMBL4257584,2018,CL,=,65.2,mL.min-1.kg-1,,,A,Hepatic clearance in CD1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC/MS/MS analysis,hepatic clearance in cd1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc/ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
18735836,CHEMBL4128885,O=C(N[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl)c1ccc(-c2nnc(-c3ccc(OCC(F)(F)F)cc3F)o2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4261081,CHEMBL4257584,2018,CL,=,44.4,mL.min-1.kg-1,,,A,Hepatic clearance in CD1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC/MS/MS analysis,hepatic clearance in cd1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc/ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
18735837,CHEMBL4129161,O=C(N[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl)c1ccc(-c2nnc(-c3ccc(F)c(F)c3)o2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4261081,CHEMBL4257584,2018,CL,=,34.5,mL.min-1.kg-1,,,A,Hepatic clearance in CD1 mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC/MS/MS analysis,hepatic clearance in cd1 mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc/ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014625,CHEMBL4551285,CCN(C)C(=O)c1cc2c(-c3cc(S(C)(=O)=O)ccc3Oc3ccc(F)cc3F)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,288.33,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014627,CHEMBL4470856,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccccc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,1100.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014628,CHEMBL4548794,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccccc3Cl)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,1200.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014629,CHEMBL4434761,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3Br)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,1883.33,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014630,CHEMBL4462804,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,700.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014631,CHEMBL4440089,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C#N)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,816.67,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014632,CHEMBL4547415,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C(F)(F)F)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,900.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014633,CHEMBL4461291,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3cc(C)cc(C)c3)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,1600.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014634,CHEMBL4483338,CCNC(=O)c1cc2c(-c3cc(S(C)(=O)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,550.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014635,CHEMBL4564879,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)C4CC4)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,1716.67,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014636,CHEMBL4568610,CCNC(=O)c1cc2c(-c3cc(S(C)(=O)=O)ccc3Nc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,483.33,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014637,CHEMBL4453740,CCNC(=O)c1cc2c(-c3ccccc3Cc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,38333.33,mL.min-1.kg-1,Outside typical range,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014638,CHEMBL4539875,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3ccccc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,750.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014639,CHEMBL4560574,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3cccc4cc[nH]c34)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,516.67,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014640,CHEMBL4590365,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-n3ccc4ccccc43)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,2166.67,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014641,CHEMBL4443563,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-n3ccc4cccc(C)c43)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,1833.33,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014642,CHEMBL4589568,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,916.67,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014643,CHEMBL4548127,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cc(Cl)cc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,2000.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014644,CHEMBL4586647,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C(F)F)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,900.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014645,CHEMBL4467038,CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,2833.33,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014646,CHEMBL4297454,CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,750.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014647,CHEMBL4529861,CCNC(=O)c1cc2c(-c3cc(NS(=O)(=O)CC)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,1316.67,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014648,CHEMBL4466931,CCNC(=O)c1cc2c(-c3cc(NS(=O)(=O)CC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,2000.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014649,CHEMBL4554545,CCNC(=O)c1cc2c(-c3cc(CO)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,2333.33,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014650,CHEMBL4449740,CCNC(=O)c1ccc(Oc2c(C)cccc2C)c(-c2cn(C)c(=O)c3[nH]c(C(=O)NCC)cc23)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,316.67,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014651,CHEMBL4533567,CCNC(=O)c1cc2c(-c3cc(NC(=O)OC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,6333.33,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014652,CHEMBL4435166,CCNC(=O)c1cc2c(-c3cc(NC(C)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,2000.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014653,CHEMBL4461289,CCNC(=O)c1cc2c(-c3cc(NC(C)=O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,2333.33,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014654,CHEMBL4464739,CCNC(=O)c1cc2c(-c3cc(C4(O)CCC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,15666.67,mL.min-1.kg-1,Outside typical range,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014655,CHEMBL4587188,CCNC(=O)c1cc2c(-c3cc(C4(O)COC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,533.33,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014656,CHEMBL4455576,CCNC(=O)c1cc2c(-c3cc(C4(O)CCOCC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,1666.67,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014657,CHEMBL4442074,Cc1cccc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NC(C)(C)C)cc12,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,4333.33,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014658,CHEMBL4455214,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NC(C)(C)C)cc12,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,8666.67,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014659,CHEMBL4452278,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NC34CC(C3)C4)cc12,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,11833.33,mL.min-1.kg-1,Outside typical range,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014660,CHEMBL4552305,CNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,550.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014661,CHEMBL4555714,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NC3CC3)cc12,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,3333.33,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014662,CHEMBL4584480,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NC(C)(C)C(F)(F)F)cc12,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,46666.67,mL.min-1.kg-1,Outside typical range,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19014663,CHEMBL4521111,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NC3(C)CC3(F)F)cc12,smiles_found,CHEMBL612558,ADMET,CHEMBL4346339,CHEMBL4342522,2020,CL,=,3500.0,mL.min-1.kg-1,,,A,Unbound hepatic clearance in mouse liver microsomes,unbound hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
19090880,CHEMBL4591825,COCc1nnc(N2C[C@@H]3C[C@]3(c3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4366132,CHEMBL4364273,2019,CL,=,77.4,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes by LC-MS/MS analysis,hepatic clearance in mouse liver microsomes by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22409271,CHEMBL4761695,[2H]C([2H])([2H])Oc1cc(F)cc2c(N3CCN(c4ccccc4F)CC3)c(C#N)cnc12,smiles_found,CHEMBL612558,ADMET,CHEMBL4671143,CHEMBL4665820,2020,CL,=,84.4,mL.min-1.kg-1,,,A,Hepatic intrinsic clearance in mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured up to 45 mins by LC-MS/MS analysis,hepatic intrinsic clearance in mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured up to 45 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22409272,CHEMBL4753189,CC(C)Oc1cc(F)cc2c(N3CCN(c4ccccc4F)CC3)c(C#N)cnc12,smiles_found,CHEMBL612558,ADMET,CHEMBL4671143,CHEMBL4665820,2020,CL,=,76.2,mL.min-1.kg-1,,,A,Hepatic intrinsic clearance in mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured up to 45 mins by LC-MS/MS analysis,hepatic intrinsic clearance in mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured up to 45 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
