activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
17953739,CHEMBL4100672,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccn4ccnc4c3)C[C@@H]2c2cnccc21,smiles_found,CHEMBL613580,Liver,CHEMBL3993208,CHEMBL3992512,2017,CL,=,36.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes up to 40 mins in presence of NADPH,intrinsic clearance in mouse liver microsomes up to 40 mins in presence of nadph | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17953740,CHEMBL4082684,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCC4)C[C@@H]2c2cnccc21,smiles_found,CHEMBL613580,Liver,CHEMBL3993208,CHEMBL3992512,2017,CL,=,177.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes up to 40 mins in presence of NADPH,intrinsic clearance in mouse liver microsomes up to 40 mins in presence of nadph | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17953741,CHEMBL4066259,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)CCO4)C[C@@H]2c2cnccc21,smiles_found,CHEMBL613580,Liver,CHEMBL3993208,CHEMBL3992512,2017,CL,=,225.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes up to 40 mins in presence of NADPH,intrinsic clearance in mouse liver microsomes up to 40 mins in presence of nadph | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17953742,CHEMBL4093834,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4ccoc4c3)C[C@@H]2c2cnccc21,smiles_found,CHEMBL613580,Liver,CHEMBL3993208,CHEMBL3992512,2017,CL,=,115.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes up to 40 mins in presence of NADPH,intrinsic clearance in mouse liver microsomes up to 40 mins in presence of nadph | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17953743,CHEMBL4074873,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4occc4c3)C[C@@H]2c2cnccc21,smiles_found,CHEMBL613580,Liver,CHEMBL3993208,CHEMBL3992512,2017,CL,=,188.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes up to 40 mins in presence of NADPH,intrinsic clearance in mouse liver microsomes up to 40 mins in presence of nadph | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17953744,CHEMBL4085119,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc(F)c(Cl)c3)C[C@@H]2c2cnccc21,smiles_found,CHEMBL613580,Liver,CHEMBL3993208,CHEMBL3992512,2017,CL,=,432.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes up to 40 mins in presence of NADPH,intrinsic clearance in mouse liver microsomes up to 40 mins in presence of nadph | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17953745,CHEMBL4070615,C[C@H]1[C@H]2C(=O)N(C)c3ccncc3[C@H]2CN1S(=O)(=O)c1ccc2c(c1)OCO2,smiles_found,CHEMBL613580,Liver,CHEMBL3993208,CHEMBL3992512,2017,CL,=,254.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes up to 40 mins in presence of NADPH,intrinsic clearance in mouse liver microsomes up to 40 mins in presence of nadph | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17953746,CHEMBL4082190,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCO4)C[C@@H]2c2cc(O)ccc21,smiles_found,CHEMBL613580,Liver,CHEMBL3993208,CHEMBL3992512,2017,CL,=,499.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes up to 40 mins in presence of NADPH,intrinsic clearance in mouse liver microsomes up to 40 mins in presence of nadph | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17956314,CHEMBL4098843,Cc1cccc(OCCC2CCOC3(CCN(Cc4ccc(COc5ccc(CCC(=O)O)cc5)cc4)CC3)C2)n1.Cl.Cl,smiles_found,CHEMBL613580,Liver,CHEMBL3993686,CHEMBL3992530,2017,CL,=,72.8,mL.min-1.g-1,,,A,Intrinsic clearance in Balb/c mouse liver microsomes at 2 uM in presence of NADPH by HPLC-MS analysis,intrinsic clearance in balb/c mouse liver microsomes at 2 um in presence of nadph by hplc-ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17981598,CHEMBL598279,COc1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1,smiles_found,CHEMBL613580,Liver,CHEMBL3998651,CHEMBL3997785,2017,CL,=,123.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH by LC-MS method,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph by lc-ms method | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17981599,CHEMBL4095346,COc1cc2nc(Nc3ccc(F)cc3)nc(NCC3CCCO3)c2cc1OC,smiles_found,CHEMBL613580,Liver,CHEMBL3998651,CHEMBL3997785,2017,CL,=,72.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH by LC-MS method,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph by lc-ms method | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17981600,CHEMBL4074904,COc1cc2nc(Nc3ccc(F)cc3)nc(NCc3ccccc3)c2cc1OC,smiles_found,CHEMBL613580,Liver,CHEMBL3998651,CHEMBL3997785,2017,CL,=,35.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH by LC-MS method,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph by lc-ms method | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17981601,CHEMBL4069899,CN1CCN(CCNc2nc(Nc3ccc(F)c(Cl)c3)nc3ccccc23)CC1.Cl.Cl,smiles_found,CHEMBL613580,Liver,CHEMBL3998651,CHEMBL3997785,2017,CL,=,57.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH by LC-MS method,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph by lc-ms method | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17981602,CHEMBL4096235,CN1CCN(CCNc2nc(Nc3ccc(Cl)c(F)c3)nc3ccccc23)CC1.Cl.Cl,smiles_found,CHEMBL613580,Liver,CHEMBL3998651,CHEMBL3997785,2017,CL,=,37.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH by LC-MS method,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph by lc-ms method | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17981603,CHEMBL4075337,CN1CCC(Nc2nc(Nc3ccc(F)c(Cl)c3)nc3ccccc23)CC1.Cl.Cl,smiles_found,CHEMBL613580,Liver,CHEMBL3998651,CHEMBL3997785,2017,CL,=,12.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH by LC-MS method,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph by lc-ms method | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17981604,CHEMBL4070931,CN1CCC(Nc2nc(Nc3ccc(Cl)c(F)c3)nc3ccccc23)CC1.Cl.Cl,smiles_found,CHEMBL613580,Liver,CHEMBL3998651,CHEMBL3997785,2017,CL,=,9.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH by LC-MS method,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph by lc-ms method | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17991792,CHEMBL4097104,O=C(COc1ccc(-n2ccnc2)cc1)Nc1ccc(-c2ccccc2)cc1,smiles_found,CHEMBL613580,Liver,CHEMBL4000304,CHEMBL4000145,2015,CL,=,37.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17991793,CHEMBL4081262,O=C(CNc1ccc(-n2ccnc2)cc1)Nc1ccc(-c2ccccc2)cc1,smiles_found,CHEMBL613580,Liver,CHEMBL4000304,CHEMBL4000145,2015,CL,=,11.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17991794,CHEMBL4060944,C[C@@H](Oc1ccc(-n2ccnc2)cc1)C(=O)Nc1ccc(-c2ccccc2)cc1,smiles_found,CHEMBL613580,Liver,CHEMBL4000304,CHEMBL4000145,2015,CL,=,63.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17991795,CHEMBL4089128,C[C@H](Oc1ccc(-n2ccnc2)cc1)C(=O)Nc1ccc(-c2ccccc2)cc1,smiles_found,CHEMBL613580,Liver,CHEMBL4000304,CHEMBL4000145,2015,CL,=,85.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17991797,CHEMBL4096832,O=C(Nc1ccc(-c2ccccc2)cc1)[C@@H]1CCCN1c1ccc(-n2ccnc2)cc1,smiles_found,CHEMBL613580,Liver,CHEMBL4000304,CHEMBL4000145,2015,CL,=,18.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17991798,CHEMBL4102661,C[C@@H](Nc1ccc(-n2ccnc2)cc1)C(=O)Nc1ccc(-c2ccccc2)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL4000304,CHEMBL4000145,2015,CL,=,12.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17991799,CHEMBL4084739,C[C@H](Nc1ccc(-n2ccnc2)cc1)C(=O)Nc1ccc(-c2ccccc2)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL4000304,CHEMBL4000145,2015,CL,=,3.5,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17991800,CHEMBL4080842,C[C@H](Nc1ccc(-c2ccnn2C)nc1)C(=O)Nc1ccc(-c2ccccc2)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL4000304,CHEMBL4000145,2015,CL,=,8.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17991801,CHEMBL4098880,C[C@H](Nc1ccc(-c2ccnn2C)nc1)C(=O)Nc1ccc(-c2cccnc2)nc1,smiles_found,CHEMBL613580,Liver,CHEMBL4000304,CHEMBL4000145,2015,CL,=,8.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17991802,CHEMBL4088716,C[C@H](Nc1ccc(-c2ccnn2C)nc1)C(=O)Nc1ccc(-c2cccnc2)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL4000304,CHEMBL4000145,2015,CL,=,8.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17995694,CHEMBL4070633,Cc1ccc2cc(C(=O)Nc3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3C)ccc2n1,smiles_found,CHEMBL613580,Liver,CHEMBL4001280,CHEMBL4000193,2017,CL,=,35.0,mL.min-1.g-1,,,A,Intrinsic clearance in CD1 mouse liver microsomes at 1 uM by LC-MS/MS analysis,intrinsic clearance in cd1 mouse liver microsomes at 1 um by lc-ms/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17995695,CHEMBL4074438,COCCOc1ccc2cc(C(=O)Nc3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3C)ccc2n1,smiles_found,CHEMBL613580,Liver,CHEMBL4001280,CHEMBL4000193,2017,CL,=,92.0,mL.min-1.g-1,,,A,Intrinsic clearance in CD1 mouse liver microsomes at 1 uM by LC-MS/MS analysis,intrinsic clearance in cd1 mouse liver microsomes at 1 um by lc-ms/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17995696,CHEMBL4066372,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCCN(C)C)ccc2c1,smiles_found,CHEMBL613580,Liver,CHEMBL4001280,CHEMBL4000193,2017,CL,=,170.0,mL.min-1.g-1,,,A,Intrinsic clearance in CD1 mouse liver microsomes at 1 uM by LC-MS/MS analysis,intrinsic clearance in cd1 mouse liver microsomes at 1 um by lc-ms/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17995697,CHEMBL4067369,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCCN3CCOCC3)ccc2c1,smiles_found,CHEMBL613580,Liver,CHEMBL4001280,CHEMBL4000193,2017,CL,=,76.0,mL.min-1.g-1,,,A,Intrinsic clearance in CD1 mouse liver microsomes at 1 uM by LC-MS/MS analysis,intrinsic clearance in cd1 mouse liver microsomes at 1 um by lc-ms/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17995698,CHEMBL4088624,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCCN3CCCCC3)ccc2c1,smiles_found,CHEMBL613580,Liver,CHEMBL4001280,CHEMBL4000193,2017,CL,=,24.0,mL.min-1.g-1,,,A,Intrinsic clearance in CD1 mouse liver microsomes at 1 uM by LC-MS/MS analysis,intrinsic clearance in cd1 mouse liver microsomes at 1 um by lc-ms/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17995699,CHEMBL4099547,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCCC3)ccc2c1,smiles_found,CHEMBL613580,Liver,CHEMBL4001280,CHEMBL4000193,2017,CL,=,57.0,mL.min-1.g-1,,,A,Intrinsic clearance in CD1 mouse liver microsomes at 1 uM by LC-MS/MS analysis,intrinsic clearance in cd1 mouse liver microsomes at 1 um by lc-ms/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
17995700,CHEMBL4087666,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCC3)ccc2c1,smiles_found,CHEMBL613580,Liver,CHEMBL4001280,CHEMBL4000193,2017,CL,=,23.0,mL.min-1.g-1,,,A,Intrinsic clearance in CD1 mouse liver microsomes at 1 uM by LC-MS/MS analysis,intrinsic clearance in cd1 mouse liver microsomes at 1 um by lc-ms/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18033453,CHEMBL1828820,c1cc([C@H]2CC[C@]3(CC2)OO[C@]2(O3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,smiles_found,CHEMBL613580,Liver,CHEMBL4008058,CHEMBL4007393,2017,CL,=,14.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM by LC/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um by lc/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18033705,CHEMBL580910,CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,smiles_found,CHEMBL613580,Liver,CHEMBL4008058,CHEMBL4007393,2017,CL,=,8.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM by LC/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um by lc/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18033706,CHEMBL4089705,c1cc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OC1CCNCC1,smiles_found,CHEMBL613580,Liver,CHEMBL4008058,CHEMBL4007393,2017,CL,=,10.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM by LC/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um by lc/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18033708,CHEMBL4071302,c1cc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OCCC1CCNCC1,smiles_found,CHEMBL613580,Liver,CHEMBL4008058,CHEMBL4007393,2017,CL,=,7.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM by LC/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um by lc/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18033709,CHEMBL4091806,c1cc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OCCCN1CCOCC1,smiles_found,CHEMBL613580,Liver,CHEMBL4008058,CHEMBL4007393,2017,CL,=,34.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM by LC/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um by lc/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18033710,CHEMBL4073682,[O-][S+]1CCN(CCCOc2ccc([C@H]3CC[C@]4(CC3)OOC3(O4)C4CC5CC(C4)CC3C5)cc2)CC1,smiles_found,CHEMBL613580,Liver,CHEMBL4008058,CHEMBL4007393,2017,CL,=,13.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM by LC/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um by lc/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18033711,CHEMBL4092270,NC(=O)C1CCN(Cc2ccc([C@H]3CC[C@]4(CC3)OOC3(O4)C4CC5CC(C4)CC3C5)cc2)CC1,smiles_found,CHEMBL613580,Liver,CHEMBL4008058,CHEMBL4007393,2017,CL,=,26.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM by LC/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um by lc/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18033712,CHEMBL4091361,c1cc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1CN1CCOCC1,smiles_found,CHEMBL613580,Liver,CHEMBL4008058,CHEMBL4007393,2017,CL,=,30.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM by LC/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um by lc/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18033928,CHEMBL4083579,FC1(F)C2CC3CC1CC(C2)C31OO[C@]2(CC[C@@H](c3ccc(OCCN4CCOCC4)cc3)CC2)O1,smiles_found,CHEMBL613580,Liver,CHEMBL4008058,CHEMBL4007393,2017,CL,=,26.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM by LC/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um by lc/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18079010,CHEMBL4090593,O=C(NC1CCCCCC1)c1cc2c(Cl)cc(Cl)cc2[nH]1,smiles_found,CHEMBL613580,Liver,CHEMBL4017014,CHEMBL4014347,2017,CL,=,4.8,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 0.5 uM in presence of NADPH by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 0.5 um in presence of nadph by lc-ms/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18084554,CHEMBL4081380,C=CC(=O)Nc1cc(N2CCN(CC)CC2)cc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL4018325,CHEMBL4017480,2017,CL,=,180.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured after 60 mins in presence of NADPH by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured after 60 mins in presence of nadph by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
18084562,CHEMBL4085712,C=CC(=O)N[C@H]1CCCC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL4018325,CHEMBL4017480,2017,CL,=,2032.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured after 60 mins in presence of NADPH by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured after 60 mins in presence of nadph by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
18084603,CHEMBL4068896,C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,smiles_found,CHEMBL613580,Liver,CHEMBL4018325,CHEMBL4017480,2017,CL,=,97.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured after 60 mins in presence of NADPH by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured after 60 mins in presence of nadph by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
18084625,CHEMBL4089245,C=CC(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL4018325,CHEMBL4017480,2017,CL,=,9643.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured after 60 mins in presence of NADPH by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured after 60 mins in presence of nadph by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
18084638,CHEMBL4073517,C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL4018325,CHEMBL4017480,2017,CL,=,564.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured after 60 mins in presence of NADPH by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured after 60 mins in presence of nadph by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
18084647,CHEMBL4099401,C=CC(=O)Nc1cc(N2CCN(C(C)=O)CC2)cc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL4018325,CHEMBL4017480,2017,CL,=,220.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured after 60 mins in presence of NADPH by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured after 60 mins in presence of nadph by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
18084663,CHEMBL4077859,C=CC(=O)N[C@H]1COC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL4018325,CHEMBL4017480,2017,CL,=,474.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured after 60 mins in presence of NADPH by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured after 60 mins in presence of nadph by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
18092408,CHEMBL3987016,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,smiles_found,CHEMBL613580,Liver,CHEMBL4020233,CHEMBL4017535,2017,CL,=,138.33,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
18093542,CHEMBL1946170,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,smiles_found,CHEMBL613580,Liver,CHEMBL4020541,CHEMBL4017543,2017,CL,=,18.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 3 uM after 60 mins by LC-MS analysis,intrinsic clearance in mouse liver microsomes at 3 um after 60 mins by lc-ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18093543,CHEMBL1171837,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,smiles_found,CHEMBL613580,Liver,CHEMBL4020541,CHEMBL4017543,2017,CL,=,18.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 3 uM after 60 mins by LC-MS analysis,intrinsic clearance in mouse liver microsomes at 3 um after 60 mins by lc-ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18093544,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,smiles_found,CHEMBL613580,Liver,CHEMBL4020541,CHEMBL4017543,2017,CL,=,18.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 3 uM after 60 mins by LC-MS analysis,intrinsic clearance in mouse liver microsomes at 3 um after 60 mins by lc-ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18093545,CHEMBL4090058,Cc1c(C#Cc2cnc(N)nc2)cccc1C(=O)Nc1ccc(CN2CCN(C)CC2)c(C(F)(F)F)c1,smiles_found,CHEMBL613580,Liver,CHEMBL4020541,CHEMBL4017543,2017,CL,=,36.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 3 uM after 60 mins by LC-MS analysis,intrinsic clearance in mouse liver microsomes at 3 um after 60 mins by lc-ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
18094999,CHEMBL4091527,O=C(/C=C/c1cnccc1-c1cn[nH]c1)Nc1ccc(CN2CCOCC2)cc1,smiles_found,CHEMBL613580,Liver,CHEMBL4020965,CHEMBL4020708,2017,CL,=,6700.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 umol/L after 15 to 30 mins in presence of NADPH by LC/MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 umol/l after 15 to 30 mins in presence of nadph by lc/ms/ms analysis | | liver | cl | ml.min-1.g-1,chembl_mlm_intrinsic
