activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
2258431,CHEMBL524645,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,0.0,mL.min-1.g-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2258432,CHEMBL521899,CS(=O)(=O)c1ccc(OCC2CC2)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,1000.0,mL.min-1.g-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2258433,CHEMBL496749,CS(=O)(=O)c1ccc(-c2ccc(F)cc2)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,5000.0,mL.min-1.g-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2258434,CHEMBL496540,CS(=O)(=O)c1ccc(-c2ccccc2)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,9000.0,mL.min-1.g-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2258435,CHEMBL497999,CS(=O)(=O)c1ccc(OCC2CC2)c(C(=O)N2CCN(c3ccc(C#N)cc3F)CC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,9000.0,mL.min-1.g-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2258436,CHEMBL523557,CS(=O)(=O)c1ccc(C2CCCCC2)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,11000.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2258437,CHEMBL523567,CS(=O)(=O)c1ccc(N2CCN(C(=O)c3cc(S(C)(=O)=O)ccc3OCC3CC3)CC2)c(F)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,14000.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2258438,CHEMBL496532,CS(=O)(=O)c1ccc(N2CCOCC2)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,15000.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2258439,CHEMBL497998,CS(=O)(=O)c1ccc(N2CCCCC2)c(C(=O)N2CCN(c3ccc(C#N)cc3F)CC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,33000.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2258440,CHEMBL522914,CS(=O)(=O)c1ccc(N2CCN(C(=O)c3cc(S(C)(=O)=O)ccc3N3CCCCC3)CC2)c(F)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,53000.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2258441,CHEMBL495939,CS(=O)(=O)c1ccc(N2CCN(C(=O)c3cc(S(C)(=O)=O)ccc3-c3ccccc3)CC2)c(F)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,90000.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2258442,CHEMBL496966,CS(=O)(=O)c1ccc(-c2ccccc2)c(C(=O)N2CCN(c3ccc(C#N)cc3F)CC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,124000.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2258443,CHEMBL496533,CS(=O)(=O)c1ccc(N2CCCCC2)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1007123,CHEMBL1141693,2008,CL,=,125000.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per microgram of protein | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2274308,CHEMBL453384,CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1F,smiles_found,CHEMBL612558,ADMET,CHEMBL1029100,CHEMBL1153384,2009,CL,=,16.0,mL.min-1.g-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per gram of liver,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2274337,CHEMBL1235,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,smiles_found,CHEMBL612558,ADMET,CHEMBL1029100,CHEMBL1153384,2009,CL,=,11.0,mL.min-1.g-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance per gram of liver,metabolic stability in mouse liver microsomes assessed as intrinsic clearance per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2297539,CHEMBL399656,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cnn(CC)c2)cc(N2CCCCS2(=O)=O)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1036830,CHEMBL1137769,2009,CL,=,5.4,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes measured per gram of liver,intrinsic clearance in mouse liver microsomes measured per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2297573,CHEMBL445734,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)c(F)c(N2CCCC2=O)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1036830,CHEMBL1137769,2009,CL,=,26.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes measured per gram of liver,intrinsic clearance in mouse liver microsomes measured per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2297578,CHEMBL253641,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)c(F)c(N2CCCCS2(=O)=O)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1036830,CHEMBL1137769,2009,CL,=,37.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes measured per gram of liver,intrinsic clearance in mouse liver microsomes measured per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2618413,CHEMBL467510,CC(C)COc1ccc(Cl)cc1-c1ccccc1-c1cccc(C(=O)[O-])n1.[Na+],smiles_found,CHEMBL612558,ADMET,CHEMBL1014229,CHEMBL1154508,2009,CL,=,0.6,mL.min-1.g-1,,,A,Metabolic stability assessed as intrinsic clearance per gram of mouse liver microsomes,metabolic stability assessed as intrinsic clearance per gram of mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676777,CHEMBL111,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,3.22,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676778,CHEMBL563081,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C2CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,3.28,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676779,CHEMBL2448073,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C2CCC2)cc1.Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,0.41,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676780,CHEMBL564705,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C2CCCC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,0.68,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676781,CHEMBL551963,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C2CCCCC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,0.01,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676782,CHEMBL556686,O=C(NN1CCCCC1)c1cc(-c2ccc(C3CC3)cc2)n(-c2ccc(Cl)cc2Cl)n1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,11.6,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676783,CHEMBL552050,COc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C2CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,11.6,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676784,CHEMBL551966,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(F)cc2F)c1-c1ccc(C2CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,0.9,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676786,CHEMBL559655,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2Cl)c1-c1ccc(C2CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,9.71,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676787,CHEMBL561914,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(F)cc2Cl)c1-c1ccc(C2CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,3.2,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676788,CHEMBL564570,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2F)c1-c1ccc(C2CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,3.81,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676789,CHEMBL551971,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2)c1-c1ccc(C2CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,1.82,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676791,CHEMBL560370,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2F)c1-c1ccc(C2CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,3.4,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676793,CHEMBL550982,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C2CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,1.1,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676794,CHEMBL562841,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Br)cc2Cl)c1-c1ccc(C2CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,0.8,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2676795,CHEMBL560450,CCc1c(C(=O)NN2CCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C2CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1035356,CHEMBL1151940,2009,CL,=,1.5,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 2.5 uM within 40 mins assessed per gram of liver,intrinsic clearance in mouse liver microsomes at 2.5 um within 40 mins assessed per gram of liver | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
2994481,CHEMBL567326,Cc1nonc1C(=O)NC1CCCc2c1cnn2-c1ccc(OC(F)(F)F)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1045397,CHEMBL1156793,2010,CL,=,54.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,metabolic stability in mouse liver microsomes assessed as intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
2994491,CHEMBL566276,Cc1nonc1C(=O)NC1CCCc2c1cnn2-c1ccc(C(C)(C)C)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1045397,CHEMBL1156793,2010,CL,=,200.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,metabolic stability in mouse liver microsomes assessed as intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
3015190,CHEMBL568138,COc1cnc2c(NCc3nnc4ccc(-c5cc(F)cc(F)c5)nn34)ccnc2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1038136,CHEMBL1156101,2009,CL,=,49.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3015200,CHEMBL566685,COc1cnc2c(NCc3nnc4ccc(-c5cc(C)ns5)nn34)ccnc2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1038136,CHEMBL1156101,2009,CL,=,60.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3215191,CHEMBL1078785,O=C(Nc1ccccc1Cl)c1cnn2ccccc12,smiles_found,CHEMBL612558,ADMET,CHEMBL1107578,CHEMBL1154316,2009,CL,=,261.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 uM measured up to 60 mins,intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 um measured up to 60 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3215192,CHEMBL1078107,O=C(Nc1ccccc1Cl)c1cnn2ccc(-c3ccccc3)cc12,smiles_found,CHEMBL612558,ADMET,CHEMBL1107578,CHEMBL1154316,2009,CL,=,4.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 uM measured up to 60 mins,intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 um measured up to 60 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3215193,CHEMBL1078214,O=C(Nc1ccccc1Cl)c1cnn2ccc(N3CCCCC3)cc12,smiles_found,CHEMBL612558,ADMET,CHEMBL1107578,CHEMBL1154316,2009,CL,=,51.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 uM measured up to 60 mins,intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 um measured up to 60 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3215194,CHEMBL1078738,O=C(Nc1ccccc1Cl)c1cnc2ccccn12,smiles_found,CHEMBL612558,ADMET,CHEMBL1107578,CHEMBL1154316,2009,CL,=,167.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 uM measured up to 60 mins,intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 um measured up to 60 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3215195,CHEMBL1078739,O=C(Nc1ccccc1Cl)c1cnc2ccc(-c3ccccc3)cn12,smiles_found,CHEMBL612558,ADMET,CHEMBL1107578,CHEMBL1154316,2009,CL,=,361.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 uM measured up to 60 mins,intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 um measured up to 60 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3215196,CHEMBL1078840,O=C(Nc1ccccc1Cl)c1cnc2ccc(N3CCCCC3)cn12,smiles_found,CHEMBL612558,ADMET,CHEMBL1107578,CHEMBL1154316,2009,CL,=,26.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 uM measured up to 60 mins,intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 um measured up to 60 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3215197,CHEMBL1077739,O=C(Nc1ccccc1Cl)c1cnc2ccc(C3CCNCC3)cn12.O=C(O)C(=O)O,smiles_found,CHEMBL612558,ADMET,CHEMBL1107578,CHEMBL1154316,2009,CL,=,71.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 uM measured up to 60 mins,intrinsic clearance in mouse liver microsomes assessed as per mg of protein at 3 um measured up to 60 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270489,CHEMBL1097260,NC(=O)c1cccc2cn(-c3ccc([C@H]4CCCNC4)cc3)nc12,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,3.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270490,CHEMBL1094636,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,4.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270491,CHEMBL1098299,NC(=O)c1cccc2cn(-c3ccc(C4CCNCC4)cc3)nc12,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,5.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270492,CHEMBL1098298,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,1.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270493,CHEMBL1098297,NC(=O)c1cccc2cn(-c3ccc(C4CCCN4)cc3)nc12,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,4.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270494,CHEMBL1098296,NC(=O)c1cccc2cn(-c3ccc4c(c3)CCNC4)nc12,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,3.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270495,CHEMBL1095606,NC(=O)c1cccc2cn(-c3ccc4c(c3)CNCC4)nc12,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,4.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270496,CHEMBL1095605,CNCc1cccc(-n2cc3cccc(C(N)=O)c3n2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,5.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270498,CHEMBL1094960,CNC(C)c1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,1.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270499,CHEMBL1094959,CC(C)NCc1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,1.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
3270500,CHEMBL609862,CNCc1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL1115420,CHEMBL1157008,2009,CL,=,3.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins,intrinsic clearance in mouse liver microsomes assessed per mg of protein up to 90 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
